Reference;LeftContext;Keyword;RightContext
01 - Le Rideau cramoisi;emploient (disent les vieilles histoires) les;Thaumaturges;ressusciteurs, n'espérant pas y réchauffer la vie, mais agissant
01 - Le Rideau cramoisi;chaos dans lequel la bouleversante mort subite d';Alberte;m'avait jeté, m'apparut nettement... et que j'eus
01 - Le Rideau cramoisi;mais une peur... une peur immense !;Alberte;était morte chez moi, et sa mort disait tout. Qu'
01 - Le Rideau cramoisi;chez moi, à ce corps inanimé d';Alberte;qui ne pouvait plus regagner sa chambre, et que sa mère
01 - Le Rideau cramoisi;sur le coeur que le cadavre même d';Alberte;"... On ne pouvait pas cacher la mort ; mais le déshonneur"
01 - Le Rideau cramoisi;-il pas moyen de le cacher ?...;C';était la question que je me faisais, le point fixe que
01 - Le Rideau cramoisi;Hallucination effroyable ! par moments le cadavre d';Alberte;me semblait emplir toute ma chambre et ne pouvoir plus en sortir
01 - Le Rideau cramoisi;eus la force de prendre le cadavre d';Alberte;et, le soulevant par les bras, de le charger sur
01 - Le Rideau cramoisi;que celle des damnés dans l'enfer du;Dante;! Il faut l'avoir portée, comme moi, cette chape
01 - Le Rideau cramoisi;, et qui maintenant me transissait !...;Il;faut l'avoir portée pour bien savoir ce que c'était !
01 - Le Rideau cramoisi;plus épouvanté. Je replaçai le corps d';Alberte;sur le canapé, et je recommençai, accroupi sur les genoux
01 - Le Rideau cramoisi;""", pensai -je, et je repris";Alberte;, et je la soulevai... Mais voilà qu'un éclair de
01 - Le Rideau cramoisi;ambition militaire. Au régiment nous plaisantions de;Werther;, un héros du temps, qui nous faisait pitié, à
01 - Le Rideau cramoisi;Qui savait ce qui pourrait arriver ?...;J';embrassai une dernière fois, avec le sentiment qu'on a à
01 - Le Rideau cramoisi;est ce soir. » Le vicomte de;Brassard;s'arrêta, sa forte voix un peu brisée. Je ne
01 - Le Rideau cramoisi;détournèrent du souvenir cruel de l'histoire d';Alberte;, sans pouvoir pourtant l'effacer. Je l'ai gardé comme
01 - Le Rideau cramoisi;tuer à la tête de son régiment à;Leipsick;... Louis de Meung s'était aussi fait tuer un mois auparavant
01 - Le Rideau cramoisi;la tête de son régiment à Leipsick...;Louis;de Meung s'était aussi fait tuer un mois auparavant... C'
01 - Le Rideau cramoisi;de son régiment à Leipsick... Louis de;Meung;s'était aussi fait tuer un mois auparavant... C'est assez
01 - Le Rideau cramoisi;et je comprenais que ce brillant vicomte de;Brassard;, la fleur non des pois, mais des plus fiers pavots
01 - Le Rideau cramoisi;il me saisit le bras brusquement : --;Tenez;! -- me dit -il, -- voyez au rideau ! L'
01 - Le Rideau cramoisi;s'y dessinant ! -- L'ombre d';Alberte;! -- fit le capitaine. -- Le hasard est par trop
01 - Le Rideau cramoisi;du commandement, dans la nuit : «;Roulez;! » Et nous roulâmes, et nous eûmes bientôt dépassé la
02 - Le Plus Bel Amour de Don Juan;Le plus bel amour de;Don;Juan I Le meilleur régal du diable, c'est une innocence
02 - Le Plus Bel Amour de Don Juan;Le plus bel amour de Don;Juan;I Le meilleur régal du diable, c'est une innocence.
02 - Le Plus Bel Amour de Don Juan;est une innocence. (A.);Il;vit donc toujours, ce vieux mauvais sujet ? -- Par Dieu
02 - Le Plus Bel Amour de Don Juan;toujours, ce vieux mauvais sujet ? --;Par;Dieu ! s'il vit ! -- et par l'ordre de
02 - Le Plus Bel Amour de Don Juan;, ce vieux mauvais sujet ? -- Par;Dieu;! s'il vit ! -- et par l'ordre de Dieu
02 - Le Plus Bel Amour de Don Juan;-- et par l'ordre de Dieu,;Madame;, fis -je en me reprenant, car je me souvins qu'
02 - Le Plus Bel Amour de Don Juan;dévote, -- et de la paroisse de;Sainte-Clotilde;encore, la paroisse des ducs ! -- Le roi est mort
02 - Le Plus Bel Amour de Don Juan;elle fût cassée, cette vieille porcelaine de;Sèvres;. Don Juan, lui, malgré toutes les démocraties, est
02 - Le Plus Bel Amour de Don Juan;, cette vieille porcelaine de Sèvres. Don;Juan;, lui, malgré toutes les démocraties, est un monarque qu'
02 - Le Plus Bel Amour de Don Juan;raison qu'elle se serait donnée. --;Il;a même... -- Qui ?... le diable ?... --
02 - Le Plus Bel Amour de Don Juan;donnée. -- Il a même... --;Qui;?... le diable ?... -- Non, Don Juan...
02 - Le Plus Bel Amour de Don Juan;Qui ?... le diable ?... --;Non;, Don Juan... soupé, il y a trois jours,
02 - Le Plus Bel Amour de Don Juan;... le diable ?... -- Non,;Don;Juan... soupé, il y a trois jours, en goguette
02 - Le Plus Bel Amour de Don Juan;le diable ?... -- Non, Don;Juan;... soupé, il y a trois jours, en goguette.
02 - Le Plus Bel Amour de Don Juan;votre affreuse Maison-d'Or, sans doute... --;Fi;donc, Madame ! Don Juan n'y va plus... il
02 - Le Plus Bel Amour de Don Juan;, sans doute... -- Fi donc,;Madame;! Don Juan n'y va plus... il n'y a
02 - Le Plus Bel Amour de Don Juan;... -- Fi donc, Madame ! Don;Juan;n'y va plus... il n'y a rien là à
02 - Le Plus Bel Amour de Don Juan;à fricasser pour sa grandesse. Le seigneur;Don;Juan a toujours été un peu comme ce fameux moine d'Arnaud
02 - Le Plus Bel Amour de Don Juan;fricasser pour sa grandesse. Le seigneur Don;Juan;a toujours été un peu comme ce fameux moine d'Arnaud de
02 - Le Plus Bel Amour de Don Juan;été un peu comme ce fameux moine d';Arnaud;de Brescia qui, racontent les Chroniques, ne vivait que du
02 - Le Plus Bel Amour de Don Juan;peu comme ce fameux moine d'Arnaud de;Brescia;qui, racontent les Chroniques, ne vivait que du sang des
02 - Le Plus Bel Amour de Don Juan;d'Arnaud de Brescia qui, racontent les;Chroniques;, ne vivait que du sang des âmes. C'est avec
02 - Le Plus Bel Amour de Don Juan;qu'il aime à roser son vin de;Champagne;, et cela ne se trouve plus depuis longtemps dans le cabaret
02 - Le Plus Bel Amour de Don Juan;longtemps dans le cabaret des cocottes ! --;Vous;verrez, -- reprit -elle avec ironie, -- qu'il aura
02 - Le Plus Bel Amour de Don Juan;-- qu'il aura soupé au couvent des;Bénédictines;, avec ces dames... -- De l'Adoration perpétuelle, oui
02 - Le Plus Bel Amour de Don Juan;-- De l'Adoration perpétuelle, oui,;Madame;! Car l'adoration qu'il a inspirée une fois, ce
02 - Le Plus Bel Amour de Don Juan;fait l'effet de durer toujours. --;Pour;un catholique, je vous trouve profanant, -- dit -elle lentement
02 - Le Plus Bel Amour de Don Juan;que de me parler, ce soir de;Don;Juan. -- Je n'invente rien, Madame. Les coquines
02 - Le Plus Bel Amour de Don Juan;de me parler, ce soir de Don;Juan;. -- Je n'invente rien, Madame. Les coquines du
02 - Le Plus Bel Amour de Don Juan;Juan. -- Je n'invente rien,;Madame;. Les coquines du souper en question, si ce sont des
02 - Le Plus Bel Amour de Don Juan;sont pas les miennes... malheureusement... --;Assez;, Monsieur ! -- Permettez -moi d'être modeste. C'étaient
02 - Le Plus Bel Amour de Don Juan;les miennes... malheureusement... -- Assez,;Monsieur;! -- Permettez -moi d'être modeste. C'étaient... --
02 - Le Plus Bel Amour de Don Juan;, presque revenue à l'amabilité. --;Oh;! pas toutes, Madame... Une douzaine seulement. C'est
02 - Le Plus Bel Amour de Don Juan;amabilité. -- Oh ! pas toutes,;Madame;... Une douzaine seulement. C'est déjà, comme cela,
02 - Le Plus Bel Amour de Don Juan;monde dans le boudoir de la comtesse de;Chiffrevas;". On a pu y faire des choses grandes ; mais il"
02 - Le Plus Bel Amour de Don Juan;est fort petit, ce boudoir... --;Comment;? -- se récria-t -elle, étonnée. -- C'est donc
02 - Le Plus Bel Amour de Don Juan;-- se récria-t -elle, étonnée. --;C';est donc dans le boudoir qu'on aura soupé ?... --
02 - Le Plus Bel Amour de Don Juan;on aura soupé ?... -- Oui,;Madame;, c'est dans le boudoir. Et pourquoi pas ? On
02 - Le Plus Bel Amour de Don Juan;On voulait donner un souper extraordinaire au seigneur;Don;Juan, et c'était plus digne de lui de le lui
02 - Le Plus Bel Amour de Don Juan;voulait donner un souper extraordinaire au seigneur Don;Juan;, et c'était plus digne de lui de le lui donner
02 - Le Plus Bel Amour de Don Juan;c'en était le souper. -- Et;Don;Juan ? -- dit -elle, comme Orgon dit « Et Tartufe
02 - Le Plus Bel Amour de Don Juan;en était le souper. -- Et Don;Juan;? -- dit -elle, comme Orgon dit « Et Tartufe ?
02 - Le Plus Bel Amour de Don Juan;Don Juan ? -- dit -elle, comme;Orgon;dit « Et Tartufe ? » dans la pièce. -- Don
02 - Le Plus Bel Amour de Don Juan;-- dit -elle, comme Orgon dit «;Et;Tartufe ? » dans la pièce. -- Don Juan a fort
02 - Le Plus Bel Amour de Don Juan;dit -elle, comme Orgon dit « Et;Tartufe;? » dans la pièce. -- Don Juan a fort bien
02 - Le Plus Bel Amour de Don Juan;Tartufe ? » dans la pièce. --;Don;Juan a fort bien pris la chose et très bien soupé,
02 - Le Plus Bel Amour de Don Juan;? » dans la pièce. -- Don;Juan;a fort bien pris la chose et très bien soupé, Lui
02 - Le Plus Bel Amour de Don Juan;pris la chose et très bien soupé,;Lui;, tout seul, devant elles ! dans la personne de quelqu'un
02 - Le Plus Bel Amour de Don Juan;qui n'est pas moins que le comte;Jules-Amédée-Hector;de Ravila de Ravilès. -- Lui ! C'est bien,
02 - Le Plus Bel Amour de Don Juan;est pas moins que le comte Jules-Amédée-Hector de;Ravila;de Ravilès. -- Lui ! C'est bien, en effet
02 - Le Plus Bel Amour de Don Juan;moins que le comte Jules-Amédée-Hector de Ravila de;Ravilès;. -- Lui ! C'est bien, en effet, Don
02 - Le Plus Bel Amour de Don Juan;comte Jules-Amédée-Hector de Ravila de Ravilès. --;Lui;! C'est bien, en effet, Don Juan, --
02 - Le Plus Bel Amour de Don Juan;! C'est bien, en effet,;Don;Juan, -- dit -elle. Et, quoiqu'elle eût passé
02 - Le Plus Bel Amour de Don Juan;C'est bien, en effet, Don;Juan;, -- dit -elle. Et, quoiqu'elle eût passé l'
02 - Le Plus Bel Amour de Don Juan;, elle se mit à rêver au comte;Jules-Amédée-Hector;, -- à cet homme de race Juan, -- de cette
02 - Le Plus Bel Amour de Don Juan;Jules-Amédée-Hector, -- à cet homme de race;Juan;, -- de cette antique race Juan éternelle, à qui Dieu
02 - Le Plus Bel Amour de Don Juan;race Juan, -- de cette antique race;Juan;éternelle, à qui Dieu n'a pas donné le monde,
02 - Le Plus Bel Amour de Don Juan;de dire à la vieille, le marquis;Guy;de Ruy était l'exacte vérité. Il y avait trois jours
02 - Le Plus Bel Amour de Don Juan;à la vieille, le marquis Guy de;Ruy;était l'exacte vérité. Il y avait trois jours à peine
02 - Le Plus Bel Amour de Don Juan;qu'une douzaine de femmes du vertueux faubourg;Saint-Germain;(qu'elles soient bien tranquilles, je ne les nommerai pas
02 - Le Plus Bel Amour de Don Juan;(vieille expression charmante) avec le comte;Ravila;de Ravilès, s'étaient prises de l'idée singulière de lui
02 - Le Plus Bel Amour de Don Juan;expression charmante) avec le comte Ravila de;Ravilès;, s'étaient prises de l'idée singulière de lui offrir à
02 - Le Plus Bel Amour de Don Juan;, en tête à tête, au comte;Jules-Amédée-Hector;"; mais ensemble, et s'épaulant toutes, les unes par"
02 - Le Plus Bel Amour de Don Juan;homme magnétique et compromettant, le comte de;Ravila;de Ravilès... -- Quel nom ! -- Un nom providentiel,
02 - Le Plus Bel Amour de Don Juan;et compromettant, le comte de Ravila de;Ravilès;... -- Quel nom ! -- Un nom providentiel, Madame...
02 - Le Plus Bel Amour de Don Juan;le comte de Ravila de Ravilès... --;Quel;nom ! -- Un nom providentiel, Madame... Le comte de
02 - Le Plus Bel Amour de Don Juan;Quel nom ! -- Un nom providentiel,;Madame;... Le comte de Ravila de Ravilès, qui, par parenthèse
02 - Le Plus Bel Amour de Don Juan;nom providentiel, Madame... Le comte de;Ravila;de Ravilès, qui, par parenthèse, avait toujours obéi à
02 - Le Plus Bel Amour de Don Juan;, Madame... Le comte de Ravila de;Ravilès;, qui, par parenthèse, avait toujours obéi à la consigne
02 - Le Plus Bel Amour de Don Juan;et dans l'histoire, et la marquise;Guy;de Ruy -- une vieille mécontente, aux yeux bleus, froids
02 - Le Plus Bel Amour de Don Juan;l'histoire, et la marquise Guy de;Ruy;-- une vieille mécontente, aux yeux bleus, froids et affilés
02 - Le Plus Bel Amour de Don Juan;s'il y avait quelqu'un qui pût rappeler;Don;Juan, à coup sûr ce devait être lui ! Malheureusement,
02 - Le Plus Bel Amour de Don Juan;il y avait quelqu'un qui pût rappeler Don;Juan;, à coup sûr ce devait être lui ! Malheureusement, c'
02 - Le Plus Bel Amour de Don Juan;devait être lui ! Malheureusement, c'était;Don;Juan au cinquième acte. Le prince de Ligne ne pouvait faire
02 - Le Plus Bel Amour de Don Juan;être lui ! Malheureusement, c'était Don;Juan;au cinquième acte. Le prince de Ligne ne pouvait faire entrer
02 - Le Plus Bel Amour de Don Juan;Juan au cinquième acte. Le prince de;Ligne;ne pouvait faire entrer dans sa spirituelle tête qu'Alcibiade eût jamais
02 - Le Plus Bel Amour de Don Juan;pouvait faire entrer dans sa spirituelle tête qu';Alcibiade;eût jamais eu cinquante ans. Or, par ce côté -là
02 - Le Plus Bel Amour de Don Juan;ce côté -là encore, le comte de;Ravila;allait continuer toujours Alcibiade. Comme d'Orsay, ce dandy taillé
02 - Le Plus Bel Amour de Don Juan;, le comte de Ravila allait continuer toujours;Alcibiade;. Comme d'Orsay, ce dandy taillé dans le bronze de
02 - Le Plus Bel Amour de Don Juan;Ravila allait continuer toujours Alcibiade. Comme d';Orsay;, ce dandy taillé dans le bronze de Michel-Ange, qui fut
02 - Le Plus Bel Amour de Don Juan;, ce dandy taillé dans le bronze de;Michel-Ange;, qui fut beau jusqu'à sa dernière heure, Ravila avait
02 - Le Plus Bel Amour de Don Juan;fut beau jusqu'à sa dernière heure,;Ravila;avait eu cette beauté particulière à la race Juan, -- à
02 - Le Plus Bel Amour de Don Juan;avait eu cette beauté particulière à la race;Juan;, -- à cette mystérieuse race qui ne procède pas de père
02 - Le Plus Bel Amour de Don Juan;prochaine des Barbares et la fin de l';Empire;... Il les portait, du reste, avec l'impassibilité de
02 - Le Plus Bel Amour de Don Juan;durent y éprouver quelque chose de ce que;Sardanapale;ressentit sur son bûcher, quand il y entassa, pour périr
02 - Le Plus Bel Amour de Don Juan;plus à leurs yeux qu'aux yeux de;Sardanapale;toute l'Asie. Elles furent coquettes pour lui comme jamais femmes
02 - Le Plus Bel Amour de Don Juan;yeux qu'aux yeux de Sardanapale toute l';Asie;. Elles furent coquettes pour lui comme jamais femmes ne le furent
02 - Le Plus Bel Amour de Don Juan;table, en face de la comtesse de;Chiffrevas;, dans ce boudoir fleur de pêcher ou de... péché (
02 - Le Plus Bel Amour de Don Juan;de ce boudoir), le comte de;Ravila;embrassait de ses yeux, bleu d'enfer, que tant de
02 - Le Plus Bel Amour de Don Juan;tendre, de ces petites demoiselles qu'exécrait;Byron;, qui sentent la tartelette et qui, par la tournure,
02 - Le Plus Bel Amour de Don Juan;des bras puissants, de ces biceps de;Sabines;qui ont lutté avec les Romains, et qui seraient capables de
02 - Le Plus Bel Amour de Don Juan;biceps de Sabines qui ont lutté avec les;Romains;, et qui seraient capables de s'entrelacer, pour l'arrêter
02 - Le Plus Bel Amour de Don Juan;elles en faisaient les honneurs... Le seigneur;Don;Juan -- branche de Ravila -- put donc baigner ses fauves regards
02 - Le Plus Bel Amour de Don Juan;en faisaient les honneurs... Le seigneur Don;Juan;#NOME?
02 - Le Plus Bel Amour de Don Juan;... Le seigneur Don Juan -- branche de;Ravila;#NOME?
02 - Le Plus Bel Amour de Don Juan;une mer de chairs lumineuses et vivantes comme;Rubens;en met dans ses grasses et robustes peintures, mais il put
02 - Le Plus Bel Amour de Don Juan;croire, c'est un rude spiritualiste que;Don;juan ! Il l'est comme le démon lui -même, qui
02 - Le Plus Bel Amour de Don Juan;, nobles, du ton le plus faubourg;Saint-Germain;, mais ce soir -là hardies comme des pages de la maison
02 - Le Plus Bel Amour de Don Juan;justement le mérite piquant du péché que la;Napolitaine;demandait à son sorbet pour le trouver exquis, la pensée enivrante
02 - Le Plus Bel Amour de Don Juan;"souper régence ; qui resta un souper faubourg";Saint-Germain;et XIXe siècle, et où de tous ces adorables corsages,
